Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,No info,15058
Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 28 Jun,10h 25m,1 stop,No info,6451
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014
GoAir,3/03/2019,Delhi,Cochin,DEL → BOM → COK,14:10,19:20,5h 10m,1 stop,No info,22794
GoAir,27/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,6922
Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,13587
Air India,21/03/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 22 Mar,30h 20m,2 stops,No info,11228
Air Asia,1/05/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1 stop,No info,12284
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 10 Jun,27h 35m,1 stop,In-flight meal not included,10262
