Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 05 Mar,47h,2 stops,No info,20064
IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,21:05,00:20 22 Jun,3h 15m,non-stop,No info,5406
Air India,1/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 02 Jun,21h 15m,2 stops,No info,10441
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 07 May,13h 20m,1 stop,In-flight meal not included,8066
Air India,27/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,6961
Vistara,21/03/2019,Delhi,Cochin,DEL → COK,14:55,17:50,2h 55m,non-stop,No info,5586
Air India,1/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,7384
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:00 02 Mar,21h 20m,1 stop,No info,20800
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,13941
Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5198
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No check-in baggage included,3807
