Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,10944
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5073
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6h 40m,1 stop,In-flight meal not included,9134
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 13 Jun,24h,1 stop,No info,8085
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:25,5h 25m,1 stop,No info,22270
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,10:00 02 Apr,27h,2 stops,No info,9836
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:35 04 Mar,7h,1 stop,No info,14871
Jet Airways,12/03/2019,Mumbai,Hyderabad,BOM → VNS → DEL → HYD,06:30,16:35,10h 5m,2 stops,No info,23528
Jet Airways,6/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,8016
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,16:10,9h 10m,1 stop,No info,12284
