Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 22 May,25h 45m,1 stop,No info,13941
Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 04 Jun,21h 35m,2 stops,In-flight meal not included,11507
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,12192
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 28 May,7h 30m,1 stop,No info,7198
IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,5000
SpiceJet,3/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,18:50,5h 50m,1 stop,No info,12347
Vistara,15/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 May,22h 55m,2 stops,In-flight meal not included,13029
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,08:15 07 Mar,11h 40m,1 stop,No info,16736
