Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 22 May,12h 10m,1 stop,In-flight meal not included,10844
SpiceJet,15/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,non-stop,No check-in baggage included,5469
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 10 Jun,22h 35m,1 stop,In-flight meal not included,10262
SpiceJet,6/03/2019,Delhi,Cochin,DEL → BLR → COK,16:35,22:50,6h 15m,1 stop,No info,7185
Air Asia,18/06/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,3807
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 02 Jun,10h 55m,1 stop,No info,14714
Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,8610
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,18:50,11h 45m,1 stop,No info,17234
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,15629
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,21:20,14h 15m,2 stops,No info,6128
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 10 Mar,12h 25m,1 stop,No info,16289
