Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262
IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4148
IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,21:20,9h 25m,2 stops,No info,6494
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35 22 May,26h 35m,1 stop,In-flight meal not included,12898
Air India,9/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 10 Jun,38h 15m,2 stops,No info,9968
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 22 May,13h 25m,1 stop,In-flight meal not included,12898
Multiple carriers,24/05/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,7740
Air India,9/05/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11h 15m,1 stop,No info,7452
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4160
IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
