Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,27/04/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,4957
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 10 May,7h 30m,1 stop,No info,15554
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 02 May,16h,1 stop,In-flight meal not included,9663
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 19 May,24h 10m,1 stop,No info,14151
IndiGo,6/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,7787
Air India,21/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,23:55,12h 5m,1 stop,No info,5092
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 07 Jun,12h 10m,1 stop,In-flight meal not included,10844
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:35 10 Mar,7h 45m,2 stops,No info,23583
Air India,12/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 13 May,30h 30m,2 stops,No info,10676
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,10156
