Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,22:35 25 Mar,25h 25m,1 stop,In-flight meal not included,10031
Multiple carriers,24/05/2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 25 May,7h 45m,1 stop,No info,9140
Air Asia,27/04/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 28 Apr,2h 30m,non-stop,No info,4409
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 16 May,2h 50m,non-stop,No info,3419
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No info,9646
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,18:15 10 May,28h 10m,1 stop,No info,13584
Air India,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,07:40 22 May,26h 40m,2 stops,No info,11806
GoAir,1/04/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,4563
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,04:25 28 Mar,23h 15m,2 stops,In-flight meal not included,9412
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 28 Jun,6h 35m,1 stop,In-flight meal not included,12898
