Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,09/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,23:55,12h 5m,1 stop,No info,10972
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10262
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 28 May,12h 25m,1 stop,In-flight meal not included,12898
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
Vistara,3/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5403
IndiGo,21/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5703
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,In-flight meal not included,9871
IndiGo,15/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4174
Air India,21/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 22 May,26h,2 stops,No info,11972
SpiceJet,18/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174
IndiGo,21/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
