Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,08:15 19 May,26h 30m,1 stop,No info,13941
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,7006
Air India,12/05/2019,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,09:50,23:15,13h 25m,3 stops,No info,14015
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,07:40 13 Mar,8h 45m,1 stop,In-flight meal not included,11087
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,12:00,5h 20m,1 stop,No info,5647
IndiGo,21/05/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 22 May,5h 5m,1 stop,No info,8745
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,8016
Jet Airways,9/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,18:50 22 Mar,26h 50m,1 stop,In-flight meal not included,5963
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,9646
Air India,21/06/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3100
