Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air Asia,1/04/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,5162
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 19 May,23h 50m,1 stop,In-flight meal not included,10844
SpiceJet,21/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No check-in baggage included,3815
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:30 07 Mar,21h 50m,1 stop,No info,17261
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 07 Mar,10h 15m,1 stop,No info,16736
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,21:00,10h 15m,1 stop,No info,6838
Air India,12/05/2019,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 13 May,25h 15m,1 stop,No info,6612
Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,8851
Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,08:45,19:55,11h 10m,1 stop,No info,12395
