Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air Asia,3/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,8759
Jet Airways,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 07 Mar,23h 40m,1 stop,In-flight meal not included,13502
Air India,18/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 19 May,24h,1 stop,No info,6528
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,04:25 28 Mar,13h 20m,1 stop,In-flight meal not included,6017
Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5613
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,No info,8040
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,5694
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 22 May,25h 30m,1 stop,In-flight meal not included,12898
Air Asia,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5192
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 02 Jun,28h,1 stop,No info,14714
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,23:00,17h 15m,1 stop,No info,13817
