Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 19 May,21h 35m,1 stop,No info,14151
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,6637
Air India,03/03/2019,Banglore,New Delhi,BLR → TRV → COK → DEL,07:30,10:50 07 Mar,27h 20m,2 stops,No info,12074
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804
IndiGo,6/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 07 May,5h 15m,1 stop,No info,7252
IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,6069
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,15554
IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,15:40,18:25,2h 45m,non-stop,No info,3850
Air India,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 19 May,24h 30m,2 stops,No info,12940
SpiceJet,1/05/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,8844
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,15190
