Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,15/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,6138
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838
Jet Airways Business,6/03/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:05,04:25 07 Mar,8h 20m,2 stops,No info,52285
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,01:30 10 Jun,11h 30m,1 stop,No info,13377
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 19 May,23h 40m,2 stops,No info,10975
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1 stop,No info,13817
Air India,21/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 22 Mar,27h 20m,1 stop,No info,7532
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1 stop,No info,10197
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 10 Jun,8h 40m,1 stop,In-flight meal not included,9663
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13727
