Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,non-stop,No info,5755
Air India,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,16:15 13 May,19h 45m,1 stop,No info,10203
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Jun,16h 55m,1 stop,No info,14714
IndiGo,18/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 19 Mar,2h 50m,non-stop,No info,4545
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,20:45,14h 15m,1 stop,No info,14781
Air India,12/03/2019,Banglore,New Delhi,BLR → TRV → COK → DEL,07:30,11:05 13 Mar,27h 35m,2 stops,No info,11602
IndiGo,6/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 May,22h 55m,2 stops,In-flight meal not included,13029
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14571
Air India,9/06/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,6961
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,No info,6381
