Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,16294
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423
Air India,12/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → IDR → DEL,06:45,11:10 07 Mar,28h 25m,2 stops,No info,12599
IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → TRV → BLR,09:25,10:30 25 May,25h 5m,2 stops,No info,12797
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 25 May,14h 30m,1 stop,No info,13067
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 25 May,22h 30m,1 stop,No info,9345
IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6818
Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040
