Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,1/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,21/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,04:25 22 Mar,22h 5m,2 stops,No info,11538
Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 07 May,24h,1 stop,No info,8610
Air India,6/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,19:15 07 Mar,36h 10m,2 stops,No info,11552
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7408
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 28 Jun,16h 50m,1 stop,In-flight meal not included,10262
Air India,6/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 07 May,27h 5m,2 stops,No info,10991
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 10 Jun,7h 15m,1 stop,No info,13587
Air India,15/05/2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25 16 May,20h 55m,1 stop,No info,7480
IndiGo,09/03/2019,Banglore,New Delhi,BLR → IDR → DEL,17:55,22:55,5h,1 stop,No info,6351
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,In-flight meal not included,7153
