Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,9/05/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 10 Jun,16h 55m,1 stop,In-flight meal not included,10262
Air India,3/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 04 Mar,25h 45m,2 stops,No info,15113
IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 07 May,14h 55m,1 stop,No info,6979
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,6717
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,23:00,14h 5m,1 stop,No info,16736
Air India,15/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1 stop,No info,7192
IndiGo,15/04/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:30,4h 10m,1 stop,No info,4226
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,9627
Jet Airways,3/04/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,4757
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,14571
