Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,In-flight meal not included,2228
SpiceJet,6/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
IndiGo,21/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 22 May,5h 15m,1 stop,No info,7228
IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6287
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 28 Jun,12h 30m,1 stop,No info,13377
IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,17:15,20:00,2h 45m,non-stop,No info,6985
Air India,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,8372
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25 22 May,20h,2 stops,No info,14687
Jet Airways,9/03/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564
Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,08:45,16:45,8h,1 stop,No info,12080
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 04 Jun,7h 40m,2 stops,No info,18275
