Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,6/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:35 04 Mar,15h 35m,1 stop,No info,16863
Air India,3/05/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6121
IndiGo,09/03/2019,Banglore,New Delhi,BLR → MAA → DEL,06:25,11:30,5h 5m,1 stop,No info,8434
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14151
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441
GoAir,1/06/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898
Jet Airways,9/04/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 10 Apr,13h 30m,2 stops,No info,9483
Air Asia,12/04/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282
Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,6478
Jet Airways,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 08 Mar,33h 15m,2 stops,No info,16809
