Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
154353,Air_India,AI-9518,Hyderabad,Night,one,Night,Delhi,Economy,27.17,18,6128
154354,GO_FIRST,G8-515,Hyderabad,Morning,one,Afternoon,Delhi,Economy,5.58,18,6132
154355,GO_FIRST,G8-571,Hyderabad,Night,one,Late_Night,Delhi,Economy,6.0,18,6132
154356,GO_FIRST,G8-515,Hyderabad,Morning,one,Afternoon,Delhi,Economy,6.5,18,6132
154357,GO_FIRST,G8-515,Hyderabad,Morning,one,Evening,Delhi,Economy,7.5,18,6132
154358,GO_FIRST,G8-506,Hyderabad,Afternoon,two_or_more,Late_Night,Delhi,Economy,8.83,18,6132
154359,GO_FIRST,G8-515,Hyderabad,Morning,one,Evening,Delhi,Economy,9.0,18,6132
154360,GO_FIRST,G8-515,Hyderabad,Morning,one,Evening,Delhi,Economy,10.83,18,6132
154361,GO_FIRST,G8-513,Hyderabad,Morning,two_or_more,Night,Delhi,Economy,11.42,18,6132
154362,GO_FIRST,G8-515,Hyderabad,Morning,one,Night,Delhi,Economy,13.0,18,6132
154363,GO_FIRST,G8-509,Hyderabad,Early_Morning,one,Night,Delhi,Economy,16.58,18,6132
154364,Indigo,6E-7271,Hyderabad,Early_Morning,one,Afternoon,Delhi,Economy,7.83,18,6133
154365,Indigo,6E-7121,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,9.25,18,6133
154366,Indigo,6E-7271,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,11.75,18,6133
154367,Air_India,AI-9885,Hyderabad,Morning,one,Night,Delhi,Economy,10.08,18,6167
154368,Indigo,6E-7076,Hyderabad,Afternoon,one,Night,Delhi,Economy,7.92,18,6186
154369,Indigo,6E-7136,Hyderabad,Morning,one,Evening,Delhi,Economy,5.33,18,6470
154370,Air_India,AI-525,Hyderabad,Early_Morning,one,Afternoon,Delhi,Economy,6.92,18,6798
154371,Vistara,UK-659,Hyderabad,Morning,one,Evening,Delhi,Economy,8.83,18,7257
154372,Vistara,UK-659,Hyderabad,Morning,one,Evening,Delhi,Economy,5.5,18,7309
154373,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Economy,10.92,18,7117
154374,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Economy,12.0,18,7117
154375,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Economy,12.5,18,7117
154376,Air_India,AI-698,Hyderabad,Night,one,Afternoon,Delhi,Economy,14.0,18,7117
154377,Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Economy,21.08,18,7117
154378,Air_India,AI-698,Hyderabad,Night,one,Night,Delhi,Economy,22.17,18,7117
154379,Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Economy,20.0,18,7432
154380,Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,12.0,18,7467
154381,Air_India,AI-9875,Hyderabad,Morning,one,Night,Delhi,Economy,9.58,18,8070
154382,Air_India,AI-9875,Hyderabad,Morning,one,Night,Delhi,Economy,12.92,18,8070
154383,Air_India,AI-9881,Hyderabad,Afternoon,one,Evening,Delhi,Economy,27.5,18,12223
154384,AirAsia,I5-972,Hyderabad,Evening,one,Late_Night,Delhi,Economy,7.5,18,12224
154385,AirAsia,I5-1517,Hyderabad,Evening,one,Late_Night,Delhi,Economy,9.58,18,12224
154386,Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,Economy,2.25,19,2200
154387,Vistara,UK-870,Hyderabad,Night,zero,Night,Delhi,Economy,2.25,19,2200
154388,Vistara,UK-860,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.17,19,2350
154389,Vistara,UK-890,Hyderabad,Evening,zero,Evening,Delhi,Economy,2.25,19,2350
154390,Vistara,UK-830,Hyderabad,Morning,zero,Afternoon,Delhi,Economy,2.33,19,2350
154391,AirAsia,I5-974,Hyderabad,Night,one,Late_Night,Delhi,Economy,5.17,19,2228
