Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,23:35 13 Jun,28h 40m,1 stop,In-flight meal not included,8529
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,6480
Air India,03/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 07 Mar,24h 50m,1 stop,No info,11003
Vistara,12/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 10 May,22h 10m,1 stop,No info,13941
Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,8820
Air India,9/03/2019,Delhi,Cochin,DEL → BLR → COK,17:45,23:00,5h 15m,1 stop,No info,9064
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,15129
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513
