Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,19:45 28 Mar,37h 25m,2 stops,No info,12273
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45 02 Mar,10h 40m,1 stop,No info,26890
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 07 Mar,9h 35m,1 stop,In-flight meal not included,15136
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,10262
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 04 Jun,25h 30m,1 stop,In-flight meal not included,10262
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,In-flight meal not included,2228
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,9899
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,11:30,9h 15m,1 stop,No info,13587
