Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,16274
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,No info,15135
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,21:20,00:15 25 Mar,2h 55m,non-stop,No info,6144
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,No info,9483
Air India,15/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 16 May,24h 50m,2 stops,No info,14431
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,7888
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 16 May,16h 15m,1 stop,No info,7503
Air India,6/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,09:50 07 May,14h 50m,1 stop,No info,6117
Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9h 50m,1 stop,No info,17024
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 02 Apr,13h 20m,1 stop,No info,12681
