Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,24/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 25 Jun,21h 15m,2 stops,No info,9181
Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 04 Mar,23h 40m,1 stop,No info,24017
Air India,9/03/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15 10 Mar,32h 20m,2 stops,No info,17476
Air India,9/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 10 Apr,16h 5m,1 stop,No info,4647
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6314
Jet Airways,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2 stops,No info,13376
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,16:10,10h 25m,1 stop,No info,12284
Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229
Multiple carriers,1/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,9627
Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,9258
