Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,3758
Air Asia,12/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7618
Air India,3/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 04 Mar,23h 30m,2 stops,No info,12646
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,14781
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 28 Jun,15h 30m,1 stop,No info,13377
Jet Airways,27/05/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564
GoAir,15/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,6113
Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,06:45,09:25 02 Mar,26h 40m,2 stops,2 Long layover,26480
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769
