Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,18:20,8h 55m,2 stops,No info,8366
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,7670
Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229
Vistara,1/06/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668
Air Asia,9/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 10 Mar,11h,1 stop,No info,8327
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 22 May,15h 40m,1 stop,In-flight meal not included,12898
IndiGo,6/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 28 Jun,23h 45m,1 stop,In-flight meal not included,10262
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10678
Air India,21/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 22 Mar,14h 25m,2 stops,No info,8052
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,3898
