Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 10 Jun,23h 55m,1 stop,No info,10203
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,20:20 13 Mar,25h 25m,1 stop,In-flight meal not included,11087
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,5575
Air Asia,24/04/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,10:25 07 Mar,22h 45m,1 stop,No info,17261
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 10 May,26h 55m,2 stops,No info,15129
GoAir,6/05/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,15:30,4h 45m,1 stop,No info,6218
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,14714
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,14848
