Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air Asia,21/04/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 22 Apr,2h 50m,non-stop,No info,4483
Air India,18/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 19 May,15h 20m,2 stops,No info,13243
IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 28 Jun,14h 5m,1 stop,No info,5684
Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,3205
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 16 Jun,18h 25m,1 stop,In-flight meal not included,10262
IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,15554
IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,07:30,19:55,12h 25m,1 stop,No info,12080
Air Asia,27/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 28 May,2h 50m,non-stop,No info,3383
