Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 25 Jun,7h 45m,1 stop,In-flight meal not included,5797
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,7648
Air India,15/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,8851
Air India,6/06/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 07 Jun,19h 25m,2 stops,No info,13007
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 25 May,24h 10m,1 stop,No info,13067
IndiGo,18/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:55,21:50,4h 55m,1 stop,No info,4049
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 13 Jun,25h,1 stop,No info,12692
Air India,9/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:10,21:20,14h 10m,2 stops,In-flight meal not included,8938
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1 stop,No info,10208
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7354
