Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 Mar,8h 40m,1 stop,In-flight meal not included,11848
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6416
IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,3342
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → PNQ → BLR,06:30,07:25 07 Jun,24h 55m,2 stops,In-flight meal not included,10118
Air India,12/06/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:30 13 Jun,19h 45m,2 stops,No info,14960
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818
Air India,12/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 22 May,26h 50m,1 stop,No info,14388
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,7038
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,8266
Jet Airways,27/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,19:00 28 Jun,24h 40m,2 stops,No info,14300
