Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818
Air India,15/05/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,07:40 16 May,25h 45m,2 stops,No info,11543
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 25 Mar,1h 25m,non-stop,No check-in baggage included,2175
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 07 Jun,21h 25m,1 stop,In-flight meal not included,10844
Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14571
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,14571
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,12:35 22 May,20h 35m,1 stop,In-flight meal not included,12898
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14848
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 19 May,6h 30m,1 stop,No info,8283
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229
