Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591
IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 07 May,6h 55m,1 stop,No info,7191
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,9794
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,13626
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 May,13h 20m,1 stop,In-flight meal not included,9663
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,In-flight meal not included,6093
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 13 Mar,10h 15m,1 stop,No info,11717
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 19 May,13h 20m,1 stop,No info,14781
Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229
