Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 04 Jun,13h 25m,1 stop,No info,14714
SpiceJet,18/05/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
Air Asia,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,6810
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No check-in baggage included,5201
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 25 Jun,8h,1 stop,No info,13377
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,18:50,11h 20m,1 stop,No info,14629
IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,01:30 13 Jun,13h 55m,3 stops,No info,15419
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 22 May,20h 55m,2 stops,No info,13484
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 19 May,10h 40m,1 stop,No info,8372
