Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 07 Jun,13h 25m,1 stop,No info,14714
Air India,9/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,10991
Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 22 May,18h 45m,2 stops,In-flight meal not included,13029
Vistara,15/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,12:35,5h 55m,1 stop,No info,6800
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,09:30 13 Mar,26h 30m,1 stop,In-flight meal not included,11087
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,9794
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 07 May,12h 10m,1 stop,No info,14388
IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 13 Mar,2h 40m,non-stop,No info,4148
Air India,3/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,19:15 04 Mar,23h 15m,2 stops,No info,17266
