Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,3/06/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14848
IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3419
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:55,3h,non-stop,No info,7229
SpiceJet,3/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5830
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,07:40 16 Mar,17h 35m,1 stop,In-flight meal not included,10972
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:10 25 Mar,13h 15m,1 stop,No info,14231
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 10 Jun,24h 55m,1 stop,In-flight meal not included,10844
SpiceJet,12/05/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,11468
Air Asia,18/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 19 May,2h 30m,non-stop,No info,4409
