Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,08:15 13 Mar,10h 50m,1 stop,No info,12547
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 10 Jun,9h 45m,1 stop,No info,14178
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 04 Mar,9h 35m,1 stop,No info,14871
Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Jun,18h 45m,2 stops,In-flight meal not included,10368
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,15078
IndiGo,21/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 22 May,2h 40m,non-stop,No info,4804
SpiceJet,9/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873
SpiceJet,24/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
GoAir,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,5457
