Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,24/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 25 May,2h 20m,non-stop,No check-in baggage included,3841
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,9627
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 10 Jun,14h 50m,1 stop,No info,14571
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,6985
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040
IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 22 Jun,2h 35m,non-stop,No info,4804
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10678
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,18:10 25 Mar,25h 15m,1 stop,No info,14231
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,16:20 13 Jun,20h 20m,1 stop,In-flight meal not included,8529
Air India,24/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No info,11753
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No info,16704
