Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 28 Jun,14h,1 stop,No info,13377
Air India,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,8372
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,7933
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,11423
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 16 May,21h 25m,1 stop,In-flight meal not included,10844
Jet Airways,21/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 23 Mar,42h 45m,2 stops,No info,12819
SpiceJet,18/04/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 19 Apr,2h 55m,non-stop,No info,5621
Air India,9/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5228
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,19:45 28 Mar,38h 20m,2 stops,In-flight meal not included,9254
