Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,9/05/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,14178
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 07 May,16h 45m,1 stop,In-flight meal not included,8066
IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,11200
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 19 May,9h 45m,1 stop,In-flight meal not included,8586
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 13 Jun,12h 55m,1 stop,No info,13044
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,10h,1 stop,No info,8099
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 16 Jun,10h 55m,1 stop,In-flight meal not included,10262
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 25 Jun,7h 40m,2 stops,No info,18275
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,8475
