Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 25 May,16h,1 stop,No info,14571
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 02 Apr,25h 50m,1 stop,In-flight meal not included,7064
IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,5618
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,01:30 16 May,11h 30m,1 stop,No info,13727
Vistara,1/04/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,4851
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,21:50,12h 40m,2 stops,No info,15187
GoAir,15/05/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,3419
IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 19 May,26h 55m,2 stops,No info,15129
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,non-stop,No info,3419
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,19:15 22 May,23h 15m,2 stops,No info,10861
