Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,27/03/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,19:15 28 Mar,37h 20m,2 stops,No info,8446
GoAir,01/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,13663
Air India,15/05/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 16 May,11h 45m,1 stop,No info,10671
Air Asia,18/06/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 19 Jun,2h 50m,non-stop,No info,3383
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 10 May,15h 10m,1 stop,No info,9021
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,14533
Jet Airways,6/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 07 Jun,16h 40m,2 stops,In-flight meal not included,11992
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4077
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646
SpiceJet,1/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 Apr,2h 20m,non-stop,No info,3873
