Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,24/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 13 Mar,15h 20m,1 stop,No info,13817
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,No info,6953
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,6637
IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174
Air India,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 22 Mar,23h 40m,2 stops,No info,8140
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,23:00,16h,1 stop,No info,13817
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262
IndiGo,18/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6496
IndiGo,15/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 16 Jun,5h 5m,1 stop,No info,10112
