Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:35 07 Mar,15h 15m,1 stop,No info,15147
Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 02 Jun,26h 55m,2 stops,No info,13014
IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
Vistara,12/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,5613
IndiGo,27/04/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 Apr,5h 45m,1 stop,No info,6307
IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4174
IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 28 Jun,2h 35m,non-stop,No info,4804
Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 16 May,16h 10m,2 stops,No info,14960
