Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17h 5m,1 stop,No info,14571
IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
Air India,18/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,14h 35m,2 stops,No info,11728
SpiceJet,18/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873
Air India,9/05/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 10 May,12h 45m,1 stop,No info,7480
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8541
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,11:25 02 Mar,12h 35m,1 stop,1 Long layover,31825
IndiGo,1/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,15:15 13 Mar,17h 50m,1 stop,No info,13817
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14571
