Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
18361,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,41,4896
18362,Air_India,AI-423,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.25,41,4728
18363,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,41,5496
18364,Air_India,AI-877,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,41,5148
18365,Indigo,6E-7407,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,41,5226
18366,Indigo,6E-788,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,41,5226
18367,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,41,5610
18368,Air_India,AI-465,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,41,5504
18369,Air_India,AI-512,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,41,5504
18370,Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.0,41,5624
18371,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,41,5777
18372,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.67,41,5777
18373,Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,7.83,41,5777
18374,Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,41,5777
18375,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.5,41,6008
18376,Air_India,AI-883,Delhi,Night,one,Night,Bangalore,Economy,24.5,41,6008
18377,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,41,6045
18378,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,41,6427
18379,Air_India,AI-459,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,41,6177
18380,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,41,6177
18381,GO_FIRST,G8-2511,Delhi,Morning,one,Evening,Bangalore,Economy,5.42,41,6219
18382,GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.08,41,6219
18383,GO_FIRST,G8-143,Delhi,Morning,one,Evening,Bangalore,Economy,7.17,41,6219
18384,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,41,6219
18385,GO_FIRST,G8-231,Delhi,Afternoon,one,Night,Bangalore,Economy,8.17,41,6219
18386,GO_FIRST,G8-145,Delhi,Early_Morning,one,Morning,Bangalore,Economy,4.75,41,6315
18387,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,41,6427
18388,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,7.92,41,6498
18389,Vistara,UK-721,Delhi,Afternoon,one,Evening,Bangalore,Economy,28.17,41,6963
18390,Vistara,UK-829,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.25,41,7023
18391,GO_FIRST,G8-101,Delhi,Early_Morning,one,Morning,Bangalore,Economy,6.0,41,6832
18392,Air_India,AI-885,Delhi,Morning,one,Night,Bangalore,Economy,11.58,41,7478
18393,Air_India,AI-409,Delhi,Morning,one,Night,Bangalore,Economy,10.25,41,7618
18394,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,41,7897
18395,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,41,8609
18396,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,41,9788
18397,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,41,9867
18398,Air_India,AI-415,Delhi,Evening,one,Evening,Bangalore,Economy,26.42,41,10138
18399,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.83,41,12058
18400,GO_FIRST,G8-286,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,41,15010
18401,Vistara,UK-899,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,42,3357
18402,Vistara,UK-859,Delhi,Morning,one,Evening,Bangalore,Economy,9.08,42,3357
18403,Vistara,UK-829,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,42,3357
18404,Vistara,UK-871,Delhi,Night,one,Morning,Bangalore,Economy,12.25,42,3357
18405,Vistara,UK-879,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,42,3357
18406,Vistara,UK-899,Delhi,Afternoon,one,Morning,Bangalore,Economy,18.08,42,3357
18407,Vistara,UK-859,Delhi,Morning,one,Morning,Bangalore,Economy,22.42,42,3357
18408,Vistara,UK-871,Delhi,Night,one,Evening,Bangalore,Economy,22.92,42,3357
18409,Vistara,UK-829,Delhi,Early_Morning,one,Morning,Bangalore,Economy,25.33,42,3357
18410,Vistara,UK-879,Delhi,Evening,one,Evening,Bangalore,Economy,25.83,42,3357
18411,AirAsia,I5-744,Delhi,Morning,one,Afternoon,Bangalore,Economy,5.25,42,3090
18412,AirAsia,I5-768,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,42,3090
18413,AirAsia,I5-713,Delhi,Evening,two_or_more,Night,Bangalore,Economy,6.92,42,3090
18414,AirAsia,I5-711,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.42,42,3090
18415,AirAsia,I5-710,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,42,3090
