Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,8603
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,23:25,9h 30m,1 stop,No info,14231
Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 11 May,29h 20m,2 stops,No info,15129
Air Asia,1/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 02 Jun,10h 25m,1 stop,No info,11410
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,09:25 13 Mar,24h 35m,2 stops,No info,12725
Jet Airways,9/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 10 Jun,27h,2 stops,No info,13292
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
SpiceJet,9/06/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1 stop,No info,14151
Air India,24/04/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,5228
