Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13292
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,17:35,19:45 28 Mar,26h 10m,2 stops,In-flight meal not included,8098
Air India,6/06/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 07 Jun,23h 40m,1 stop,No info,7952
IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 13 Jun,6h 55m,1 stop,No info,5883
Jet Airways,6/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,10696
Vistara,12/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878
SpiceJet,1/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3971
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 04 Jun,6h 30m,1 stop,No info,7198
