Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 10 Jun,21h 10m,1 stop,No info,14714
IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 10 Jun,24h 45m,1 stop,In-flight meal not included,10577
GoAir,15/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 Jun,16h,1 stop,No info,14571
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 16 Jun,21h 40m,2 stops,In-flight meal not included,10919
Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,8016
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7h 5m,1 stop,No info,6287
Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 07 Jun,15h 5m,1 stop,No info,8366
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,In-flight meal not included,15400
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,non-stop,No info,8553
