Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 13 Jun,27h 20m,1 stop,No info,8085
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 04 Jun,8h 55m,2 stops,In-flight meal not included,10368
Air India,27/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 28 Jun,26h 20m,2 stops,No info,10975
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7670
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 16 May,7h 30m,1 stop,No info,8073
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,10:45 13 Mar,11h 50m,1 stop,No info,13817
IndiGo,9/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3574
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 10 May,6h 35m,1 stop,No info,15554
Air India,27/03/2019,Delhi,Cochin,DEL → BOM → COK,21:00,19:15 28 Mar,22h 15m,1 stop,No info,6692
SpiceJet,15/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 16 Jun,1h 30m,non-stop,No check-in baggage included,1965
