Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 13 May,2h 50m,non-stop,No info,4591
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6h 15m,1 stop,No info,19225
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 07 May,21h 55m,1 stop,In-flight meal not included,9663
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13727
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14151
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 28 Jun,18h 20m,1 stop,In-flight meal not included,10262
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 25 Jun,8h 55m,2 stops,No info,13014
Air India,21/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,04:25 10 Mar,17h 40m,2 stops,No info,17282
