Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 10 Jun,17h 55m,1 stop,No info,14151
Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030
IndiGo,6/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226
Air India,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,19:15,15h 15m,1 stop,No info,11050
Air India,21/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:15 25 Mar,12h 5m,1 stop,No info,14231
Jet Airways,27/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 28 Jun,22h,2 stops,In-flight meal not included,10919
Air India,27/03/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:00,19:15,12h 15m,2 stops,No info,10913
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 28 Jun,2h 20m,non-stop,No info,5277
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,7485
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,16:20 25 Mar,23h 25m,1 stop,No info,14231
