Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
GoAir,6/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,8016
Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229
GoAir,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,4959
Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 10 Jun,23h 10m,2 stops,No info,10151
Air India,18/05/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 19 May,38h,3 stops,No info,10703
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6h 10m,1 stop,No info,7205
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,18:25,9h 30m,1 stop,No info,12284
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,13994
IndiGo,15/04/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,6015
