Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 25 May,23h 20m,1 stop,In-flight meal not included,10844
Air India,15/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,08:55 16 Mar,21h 5m,1 stop,No info,5932
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,9001
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,In-flight meal not included,13469
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
IndiGo,15/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 07 Jun,10h 25m,2 stops,No info,15965
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 25 Jun,5h 5m,1 stop,No info,5054
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,In-flight meal not included,5999
IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479
