Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,23:15,14h 55m,2 stops,No info,13164
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 10 Jun,7h 30m,1 stop,No info,14924
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 22 May,19h 10m,1 stop,In-flight meal not included,10844
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,7064
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9555
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,7155
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,12192
Air Asia,18/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 19 May,14h 25m,1 stop,No info,7353
IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 16 Jun,7h 40m,2 stops,No info,18485
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
