Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591
SpiceJet,9/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14781
SpiceJet,9/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 Apr,2h 20m,non-stop,No check-in baggage included,3841
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 04 Jun,10h 30m,1 stop,No info,13377
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,No info,13014
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,14848
Air India,9/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145
IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1 stop,No info,10413
