Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:10 25 Mar,26h,1 stop,No info,11682
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 10 Jun,15h 25m,1 stop,In-flight meal not included,10262
IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818
SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 28 May,1h 30m,non-stop,No check-in baggage included,1965
Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,9345
IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6938
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 16 Jun,26h 55m,2 stops,In-flight meal not included,10368
