Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,12/06/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,8055
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 19 May,26h,2 stops,No info,12409
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,6038
Air Asia,21/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 22 May,2h 30m,non-stop,No info,4107
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 22 May,25h 45m,2 stops,No info,11911
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,23:00 02 Mar,24h 10m,1 stop,No info,25735
Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 07 Jun,15h 55m,2 stops,No info,11458
Air Asia,24/04/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,6152
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:35 10 Jun,26h 25m,1 stop,In-flight meal not included,10844
