Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 23 Mar,33h 15m,2 stops,No info,10929
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 02 Apr,17h 45m,1 stop,No info,9187
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 04 Jun,13h 50m,1 stop,No info,7530
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:40,4h 30m,1 stop,No info,8026
SpiceJet,9/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4319
Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 25 Jun,13h 50m,2 stops,No info,13376
SpiceJet,6/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174
Vistara,27/05/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,13062
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 28 May,9h 10m,1 stop,In-flight meal not included,12898
