Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air Asia,6/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,8759
Air India,21/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,10151
IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 25 Jun,8h,1 stop,No info,6104
Air India,6/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510
IndiGo,9/05/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,6027
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 22 May,14h 55m,1 stop,No info,6794
Air India,6/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 07 Mar,25h 45m,2 stops,No info,15428
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 07 May,23h 50m,1 stop,No info,14388
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 22 May,10h 30m,1 stop,No info,6896
