Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,In-flight meal not included,6017
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14781
Air India,6/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 07 Jun,30h 20m,2 stops,No info,12646
IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
SpiceJet,1/04/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,4957
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 25 Jun,19h 5m,1 stop,In-flight meal not included,10262
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,23:25 25 Mar,27h 40m,1 stop,In-flight meal not included,10031
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 13 May,14h 25m,1 stop,No info,14388
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35 16 May,27h 40m,1 stop,In-flight meal not included,10844
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,In-flight meal not included,8882
