Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 02 Jun,7h 40m,2 stops,No info,18485
Air India,6/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 07 May,23h 5m,2 stops,No info,13227
IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 10 Jun,21h 35m,1 stop,In-flight meal not included,10262
SpiceJet,6/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 13 Apr,2h 40m,non-stop,No info,4174
SpiceJet,9/03/2019,Delhi,Cochin,DEL → BLR → COK,16:35,22:50,6h 15m,1 stop,No info,7084
Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 16 May,23h 5m,2 stops,No info,14960
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,13339
