Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
Air India,6/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5228
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,13364
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,07:40 16 Mar,14h 45m,1 stop,No info,13555
IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 07 Mar,2h 20m,non-stop,No info,5277
Air India,12/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 13 May,18h 20m,2 stops,No info,13243
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No info,9794
Jet Airways,6/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,8016
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 02 Jun,8h,1 stop,No info,13377
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 10 Jun,29h 5m,1 stop,No info,12692
Air India,6/06/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,18:30,10h 10m,2 stops,No info,10697
