Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,9/03/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:20,04:25 10 Mar,20h 5m,2 stops,No info,18909
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25 02 Apr,22h 25m,2 stops,No info,12849
Air India,1/03/2019,Delhi,Cochin,DEL → BLR → COK,09:45,08:15 02 Mar,22h 30m,1 stop,No info,22798
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14571
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15 07 Mar,18h 10m,1 stop,In-flight meal not included,13502
SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3332
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,7354
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,8073
IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:35,1h 25m,non-stop,No info,4049
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 10 Mar,26h 10m,1 stop,No info,15029
